,0,1
48644,keep up your courage,behalten sie den mut
48645,keep up your courage,behaltet den mut
48646,keep your mouth shut,schweig still
48647,keep your room clean,halte dein zimmer sauber
48648,keep your room clean,haltet euer zimmer sauber
48649,keep your room clean,halten sie ihr zimmer sauber
48650,keep your voice down,sprich leise
48651,kids grow up so fast,kinder werden so schnell groß
48652,kids grow up so fast,kinder werden so schnell erwachsen
48653,lambs are baby sheep,lämmer sind kleine schafe
48654,lambs are baby sheep,lämmchen sind kleine schafe
48655,leave my stuff alone,lass meine sachen in ruhe
48656,leave the rest to me,überlasse den rest mir
48657,lend me your bicycle,leih mir dein fahrrad
48658,let go of the bottle,lass die flasche los
48659,let me call you back,ich werde mich wieder bei ihnen melden
48660,let me get my wallet,lassen sie mich meine brieftasche holen
48661,let me get my wallet,lass mich meine brieftasche holen
48662,let me get your bags,ich hole dir deine taschen
48663,let me say one thing,lass mich eines sagen
48664,let me see that list,lass mich diese liste sehen
48665,let me see that list,zeig mir die liste
48666,let me see you again,lass mich dich wiedersehen
48667,let me see your palm,zeige mir einmal deine handfläche
48668,let me see your ring,zeig mir mal deinen ring
48669,let me see your ring,zeigen sie mir mal ihren ring
48670,let me take a gander,lass mich mal ein auge drauf werfen
48671,let me take you home,ich begleite dich nach hause
48672,let me take you home,lass mich dich nach hause begleiten
48673,lets check it later,kontrollieren wir es später
48674,lets clean our room,lasst uns unser zimmer putzen
48675,lets discuss it now,lass uns jetzt darüber diskutieren
48676,lets do it this way,machen wir’s so
48677,lets finish the job,lass uns die sache zu ende bringen
48678,lets get some lunch,gehen wir was essen
48679,lets get some lunch,lass uns was essen gehen
48680,lets get some lunch,lasst uns etwas essen gehen
48681,lets get some lunch,holen wir uns was zu essen
48682,lets get some sleep,gönnen wir uns etwas schlaf
48683,lets give it to tom,geben wir es tom
48684,lets go and see tom,lass uns tom besuchen
48685,lets go and see tom,lasst uns tom besuchen
48686,lets go and see tom,lassen sie uns tom besuchen
48687,lets go by taxi ok,lasst uns ein taxi nehmen einverstanden
48688,lets go for a drink,lass uns etwas trinken gehen
48689,lets go for a drink,lass uns einen heben gehen
48690,lets go grab a beer,gehen wir uns ein bier genehmigen
48691,lets go out tonight,lass uns heute abend ausgehen
48692,lets go see tom now,lass uns jetzt tom besuchen
48693,lets go talk to tom,gehen wir zu tom und reden mit ihm
48694,lets go to my place,lasst uns zu mir gehen
48695,lets go to my place,lass uns zu mir gehen
48696,lets have breakfast,lass uns frühstücken
48697,lets have breakfast,lasst uns frühstücken
48698,lets have breakfast,lassen sie uns frühstücken
48699,lets leave the room,gehen wir weg aus diesem zimmer
48700,lets let tom decide,lassen wir tom entscheiden
48701,lets make a snowman,lasst uns einen schneemann bauen
48702,lets make a snowman,kommt wir bauen einen schneemann
48703,lets make a snowman,komm wir bauen einen schneemann
48704,lets make a snowman,lass uns einen schneemann bauen
48705,lets make it simple,machen wir es uns einfach
48706,lets make some more,bereiten wir noch etwas mehr zu
48707,lets meet in a week,treffen wir uns in einer woche
48708,lets meet on monday,treffen wir uns am montag
48709,lets meet on sunday,treffen wir uns am sonntag
48710,lets not bother tom,lassen wir tom in ruhe
48711,lets not discuss it,lassen sie uns nicht darüber diskutieren
48712,lets play something,lass uns etwas spielen
48713,lets play something,lasst uns etwas spielen
48714,lets relax a little,verschnaufen wir ein wenig
48715,lets sing and dance,lasst uns singen und tanzen
48716,lets sit over there,setzen wir uns dahin
48717,lets split the bill,teilen wir uns die rechnung
48718,lets talk next time,lass uns das nächste mal reden
48719,lets talk seriously,jetzt mal im ernst
48720,lets try once again,versuchen wir es noch einmal
48721,lets try once again,lasst es uns noch einmal versuchen
48722,lets try once again,lass es uns noch einmal versuchen
48723,lets try that again,versuchen wir es noch einmal
48724,lets try this again,versuchen wir es noch einmal
48725,lincoln died in 1865,lincoln starb 1865
48726,lions are colorblind,löwen sind farbenblind
48727,listen to me please,bitte höre mir zu
48728,listen to your heart,höre auf dein herz
48729,listen i have to go,du ich muss gehen
48730,look at that picture,schau dir dieses bild an
48731,look at that picture,schaut euch dieses bild an
48732,look at that picture,schauen sie sich dieses bild an
48733,look at these photos,schau dir diese fotos an
48734,look at these photos,schauen sie sich diese fotos an
48735,look at these photos,schaut euch diese fotos an
48736,look at these photos,schau diese fotos an
48737,look at this picture,schauen sie auf dieses bild
48738,look before you leap,erst wägen dann wagen
48739,look before you leap,erst denken dann handeln
48740,look before you leap,erst denken dann lenken
48741,look out your window,sieh aus dem fenster
48742,look what ive found,sieh was ich gefunden habe
48743,look what ive found,guck mal was ich gefunden habe
48744,love is blinding you,die liebe macht dich blind
48745,love knows no limits,liebe kennt keine grenzen
48746,love me love my dog,wer mich liebt liebt auch meinen hund
48747,love will find a way,liebe findet einen weg
48748,make him work for it,lass ihn es sich verdienen
48749,make yourself useful,mach dich nützlich
48750,many insects can fly,viele insekten können fliegen
48751,many lives were lost,viele kamen ums leben
48752,many of you know tom,viele von euch kennen tom
48753,many trees fell down,viele bäume sind umgefallen
48754,many trees fell down,es sind viele bäume umgestürzt
48755,mary came on her own,maria kam allein
48756,mary designs dresses,maria entwirft kleider
48757,mary filed her nails,maria feilte sich die nägel
48758,mary had a facelift,maria hat sich die gesichtshaut straffen lassen
48759,mary has pretty eyes,maria hat schöne augen
48760,mary hugged her doll,maria drückte ihre puppe an sich
48761,mary is toms cousin,mary ist toms cousine
48762,mary is toms mother,mary ist toms mutter
48763,mary is toms mother,mary ist die mutter von tom
48764,mary is toms sister,mary ist toms schwester
48765,mary is toms sister,maria ist die schwester von tom
48766,mary is toms sister,mary ist die schwester von tom
48767,mary is a party girl,maria ist eine fetengängerin
48768,mary is a real cutie,maria ist echt ’ne süße
48769,mary is a single mom,mary ist eine alleinerziehende mutter
48770,mary is a soccer mom,maria ist als mutter fast ausschließlich damit beschäftigt ihre kinder zu irgendwelchen veranstaltungen zu kutschieren
48771,mary is kind of cute,maria ist irgendwie süß
48772,mary is unattractive,maria ist unattraktiv
48773,mary isnt beautiful,maria ist nicht hübsch
48774,mary isnt my sister,maria ist nicht meine schwester
48775,mary knit this scarf,maria hat diesen schal gestrickt
48776,mary knitted a scarf,maria strickte einen schal
48777,mary lost an earring,maria verlor einen ohrring
48778,mary lost an earring,maria hat einen ohrring verloren
48779,mary plays the piano,mary spielt klavier
48780,mary shaved her legs,maria rasierte ihre beine
48781,mary shaves her legs,mary rasiert sich die beine
48782,mary wore a necklace,maria trug eine halskette
48783,marys dress is pink,marys kleid ist rosa
48784,may i ask a question,könnte ich eine frage stellen
48785,may i ask a question,darf ich eine frage stellen
48786,may i borrow this cd,könnte ich mir diese cd ausborgen
48787,may i bring a friend,darf ich einen freund mitbringen
48788,may i dance with you,darf ich mit dir tanzen
48789,may i eat this bread,darf ich dieses brot essen
48790,may i go out to play,kann ich raus zum spielen gehen
48791,may i have a receipt,könnte ich bitte eine quittung haben
48792,may i have this book,kann ich dieses buch nehmen
48793,may i have this book,darf ich dieses buch haben
48794,may i have your name,darf ich ihren namen erfahren
48795,may i help you maam,darf ich ihnen helfen gnädige frau
48796,may i hold your hand,darf ich deine hand halten
48797,may i play the piano,darf ich auf dem klavier spielen
48798,may i see that again,darf ich das nochmal sehen
48799,may i sit behind you,darf ich hinter dir sitzen
48800,may i speak with you,kann ich mit dir sprechen
48801,may i take your coat,darf ich ihnen den mantel abnehmen
48802,may i think about it,darf ich darüber nachdenken
48803,may i turn on the tv,kann ich den fernseher anschalten
48804,may i turn on the tv,kann ich den fernseher anmachen
48805,may i use your phone,darf ich ihr telefon benutzen
48806,maybe tom is in love,vielleicht ist tom verliebt
48807,maybe she wont come,vielleicht kommt sie nicht
48808,maybe theyre hungry,vielleicht haben sie hunger
48809,maybe we should stop,vielleicht sollten wir aufhören
48810,maybe we should stop,vielleicht sollten wir anhalten
48811,maybe we should talk,vielleicht sollten wir reden
48812,maybe you were right,vielleicht hast du recht
48813,maybe you were right,du könntest recht haben
48814,maybe you were right,du hast vielleicht recht
48815,maybe youll succeed,vielleicht werdet ihr es schaffen
48816,maybe youll succeed,vielleicht wirst du es schaffen
48817,maybe youll succeed,vielleicht hast du erfolg
48818,maybe youll succeed,vielleicht haben sie erfolg
48819,maybe youll succeed,vielleicht habt ihr erfolg
48820,maybe youll succeed,vielleicht werden sie es schaffen
48821,maybe youll succeed,vielleicht schaffst du es
48822,maybe youll succeed,vielleicht schafft ihr es
48823,maybe youll succeed,vielleicht schaffen sie es
48824,meet me in the lobby,wir treffen uns in der eingangshalle
48825,men are all the same,alle männer sind gleich
48826,milk makes us strong,milch macht uns stark
48827,misery loves company,geteiltes leid ist halbes leid
48828,mission accomplished,mission abgeschlossen
48829,money cant buy life,mit geld kann man kein leben kaufen
48830,money changes people,geld verändert menschen
48831,monkeys love bananas,affen lieben bananen
48832,most people hate war,die meisten menschen hassen den krieg
48833,most people think so,die meisten denken so
48834,my apartment is near,meine wohnung ist nahe
48835,my arm is killing me,mein arm bringt mich noch um
48836,my bag is very heavy,meine tasche ist sehr schwer
48837,my birthday is today,mein geburtstag ist heute
48838,my birthday is today,ich habe heute geburtstag
48839,my boss is very nice,mein chef ist sehr nett
48840,my brother is stupid,mein bruder ist ein dummkopf
48841,my camera was stolen,man hat meinen fotoapparat gestohlen
48842,my car is over there,mein auto ist dort drüben
48843,my cars in the shop,mein auto ist in reparatur
48844,my children are sick,meine kinder sind krank
48845,my dads name is tom,mein vater heißt tom
48846,my decision is final,meine entscheidung ist endgültig
48847,my dog bit toms leg,mein hund hat tom ins bein gebissen
48848,my dog is not so big,mein hund ist nicht so groß
48849,my elbow still hurts,mein ellbogen tut immer noch weh
48850,my eyes are watering,mir tränen die augen
48851,my family is wealthy,meine familie ist wohlhabend
48852,my family isnt rich,meine familie ist nicht reich
48853,my family lives here,meine familie lebt hier
48854,my familys not rich,meine familie ist nicht reich
48855,my father became old,mein vater wurde alt
48856,my father is at home,mein vater ist zu hause
48857,my father isnt home,mein vater ist nicht zu hause
48858,my father isnt home,mein vater ist nicht daheim
48859,my father isnt home,mein vater ist nicht zuhause
48860,my father works here,hier arbeitet mein vater
48861,my fathers a doctor,mein vater ist arzt
48862,my fathers a doctor,mein vater ist ein doktor
48863,my fathers a hunter,mein vater ist jäger
48864,my first car was red,mein erster wagen war rot
48865,my fog lights are on,meine nebelscheinwerfer sind an
48866,my foot really hurts,mein fuß tut sehr weh
48867,my grandson is eight,mein enkel ist acht jahre alt
48868,my hair is still wet,mein haar ist noch nass
48869,my hair is still wet,ich habe noch nasse haare
